annotation_id,recorded_source_url,subject_source_url,source_relationship,support_scope_note,source_caution_codes
K253779:output,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213717.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K253779.pdf,EXPLICIT_NAMED_AI_FEATURE_ADOPTION,"The subject explicitly includes AIR Recon DL from K213717 as well as other named AI features. Its old AIR Recon quote supports reconstruction, not all segmentation/planning output codes. Current AIRx is modified, so it cannot be described as an entirely unchanged older feature set.",MODIFIED_FEATURES_NOT_BLANKET_UNCHANGED;MULTILABEL_QUOTE_NOT_EXHAUSTIVE
K260265:action,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252838.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf26/K260265.pdf,EXPLICIT_FEATURE_TRANSFER,The subject summary explicitly transfers the named reconstruction features without modification. The associated source retains the detailed sharpness/Gibbs-artifact and acquisition-time claims; no new clinical-benefit evidence is established by this bridge.,
K260265:output,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252838.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf26/K260265.pdf,EXPLICIT_FEATURE_TRANSFER,The subject summary explicitly transfers the named reconstruction features without modification. The associated source retains the detailed sharpness/Gibbs-artifact and acquisition-time claims; no new clinical-benefit evidence is established by this bridge.,
K260673:component_status,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K253366.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf26/K260673.pdf,EXPLICIT_AI_FEATURE_CONTINUITY_WITH_EXCLUSIONS,"The current subject-side table supports the abdominal measurement/assistant feature set and explicitly unchanged AI algorithms, but specifically excludes Koios Lite/Koios DS/Digital Expert. Do not import a predicate-only Koios classification function into the current subject. The old aortic-diameter excerpt alone does not exhaust all output labels.",EXPLICIT_PREDICATE_FEATURE_EXCLUSIONS;FUNCTION_INVENTORY_NOT_SEMANTICALLY_REVALIDATED;MULTILABEL_QUOTE_NOT_EXHAUSTIVE
K260673:input,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K253366.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf26/K260673.pdf,EXPLICIT_AI_FEATURE_CONTINUITY_WITH_EXCLUSIONS,"The current subject-side table supports the abdominal measurement/assistant feature set and explicitly unchanged AI algorithms, but specifically excludes Koios Lite/Koios DS/Digital Expert. Do not import a predicate-only Koios classification function into the current subject. The old aortic-diameter excerpt alone does not exhaust all output labels.",EXPLICIT_PREDICATE_FEATURE_EXCLUSIONS;MULTILABEL_QUOTE_NOT_EXHAUSTIVE
K260673:output,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K253366.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf26/K260673.pdf,EXPLICIT_AI_FEATURE_CONTINUITY_WITH_EXCLUSIONS,"The current subject-side table supports the abdominal measurement/assistant feature set and explicitly unchanged AI algorithms, but specifically excludes Koios Lite/Koios DS/Digital Expert. Do not import a predicate-only Koios classification function into the current subject. The old aortic-diameter excerpt alone does not exhaust all output labels.",EXPLICIT_PREDICATE_FEATURE_EXCLUSIONS;MULTILABEL_QUOTE_NOT_EXHAUSTIVE
K260746:action,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230854.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf26/K260746.pdf,EXPLICIT_INTEGRATION_OUTSIDE_CURRENT_SUBMISSION_SCOPE,"The subject explicitly integrates separately cleared SwiftMR/HyperClarity without changes, while expressly excluding the algorithm from the current submission’s scope. The old feature source is correctly identifiable but is not evidence that K260746 newly cleared that AI algorithm. Feature-level users/settings are not automatically whole-scanner context.",AI_FEATURE_EXPLICITLY_OUTSIDE_CURRENT_SUBMISSION_SCOPE;FEATURE_CONTEXT_NOT_WHOLE_DEVICE_CONTEXT;INTEGRATED_FEATURE_NOT_NEW_AI_CLEARANCE
K260746:input,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230854.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf26/K260746.pdf,EXPLICIT_INTEGRATION_OUTSIDE_CURRENT_SUBMISSION_SCOPE,"The subject explicitly integrates separately cleared SwiftMR/HyperClarity without changes, while expressly excluding the algorithm from the current submission’s scope. The old feature source is correctly identifiable but is not evidence that K260746 newly cleared that AI algorithm. Feature-level users/settings are not automatically whole-scanner context.",AI_FEATURE_EXPLICITLY_OUTSIDE_CURRENT_SUBMISSION_SCOPE;FEATURE_CONTEXT_NOT_WHOLE_DEVICE_CONTEXT;INTEGRATED_FEATURE_NOT_NEW_AI_CLEARANCE
K260746:output,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230854.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf26/K260746.pdf,EXPLICIT_INTEGRATION_OUTSIDE_CURRENT_SUBMISSION_SCOPE,"The subject explicitly integrates separately cleared SwiftMR/HyperClarity without changes, while expressly excluding the algorithm from the current submission’s scope. The old feature source is correctly identifiable but is not evidence that K260746 newly cleared that AI algorithm. Feature-level users/settings are not automatically whole-scanner context.",AI_FEATURE_EXPLICITLY_OUTSIDE_CURRENT_SUBMISSION_SCOPE;FEATURE_CONTEXT_NOT_WHOLE_DEVICE_CONTEXT;INTEGRATED_FEATURE_NOT_NEW_AI_CLEARANCE
K260746:setting,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230854.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf26/K260746.pdf,EXPLICIT_INTEGRATION_OUTSIDE_CURRENT_SUBMISSION_SCOPE,"The subject explicitly integrates separately cleared SwiftMR/HyperClarity without changes, while expressly excluding the algorithm from the current submission’s scope. The old feature source is correctly identifiable but is not evidence that K260746 newly cleared that AI algorithm. Feature-level users/settings are not automatically whole-scanner context.",AI_FEATURE_EXPLICITLY_OUTSIDE_CURRENT_SUBMISSION_SCOPE;FEATURE_CONTEXT_NOT_WHOLE_DEVICE_CONTEXT;FEATURE_CONTEXT_TRANSFER_REQUIRES_SCOPE_QUALIFICATION;INTEGRATED_FEATURE_NOT_NEW_AI_CLEARANCE
K260746:user,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230854.pdf,https://www.accessdata.fda.gov/cdrh_docs/pdf26/K260746.pdf,EXPLICIT_INTEGRATION_OUTSIDE_CURRENT_SUBMISSION_SCOPE,"The subject explicitly integrates separately cleared SwiftMR/HyperClarity without changes, while expressly excluding the algorithm from the current submission’s scope. The old feature source is correctly identifiable but is not evidence that K260746 newly cleared that AI algorithm. Feature-level users/settings are not automatically whole-scanner context.",AI_FEATURE_EXPLICITLY_OUTSIDE_CURRENT_SUBMISSION_SCOPE;FEATURE_CONTEXT_NOT_WHOLE_DEVICE_CONTEXT;FEATURE_CONTEXT_TRANSFER_REQUIRES_SCOPE_QUALIFICATION;INTEGRATED_FEATURE_NOT_NEW_AI_CLEARANCE
